content_id,author,body,target_lat,target_long,language,is_recommendable
54,Romeo Lysaght,bandwidth-monitored,22.601282,88.341817,Somali,1
55,Lorraine MacAskill,24 hour,8.508983,125.96966699999999,Macedonian,0
56,Sasha Phuprate,installation,5.093026,119.80866200000001,Amharic,1
57,Wilbur Whatford,Right-sized,41.60894520000001,20.006257,Hiri Motu,1
58,Bethanne Blooman,Open-architected,-8.409517800000001,115.18891599999999,Montenegrin,1
59,Shauna Huston,application,9.7852847,38.731582200000005,Aymara,1
60,Ariela Lambourne,Robust,13.615457500000002,123.489418,Fijian,0
61,Allyn Garraway,info-mediaries,51.068668,22.961446300000002,Guaraní,1
62,Angel Pauletti,modular,28.852393,85.297534,Czech,1
63,Karyn Clarae,Open-source,61.0390194,30.1341099,Māori,1
64,Tiffani Timlin,composite,8.27533,-73.868176,Hungarian,1
65,Noni Standbrook,asymmetric,32.820372,107.36945300000001,Korean,1
66,Dennet Faye,Multi-channelled,13.78694,45.2304,Gagauz,0
67,Rafi Kimber,Customer-focused,55.599064,37.914529200000004,Guaraní,0
68,Liuka Wolfenden,holistic,-14.650670000000002,-75.0634,Moldovan,0
69,Kara Bullin,systemic,37.2425649,111.8568586,Somali,1
70,Fayth Kimblen,6th generation,43.525311,125.664662,Tok Pisin,1
71,Jo-ann Turbat,superstructure,-8.674320699999999,116.10935330000001,Tetum,0
72,Cahra Trask,5th generation,9.3887516,-67.0613528,Indonesian,0
73,Barnabas Crewther,synergy,10.6485481,-61.49535699999999,New Zealand Sign Language,1
74,Robinet Polkinghorne,Operative,31.135176,121.43928799999999,Māori,1
75,Morna Gosswell,Persevering,35.8037979,128.5005419,Bulgarian,1
76,Selby O'Henehan,software,32.8904175,13.2306332,Croatian,1
77,Gillian Loveman,user-facing,14.871038,-24.694996600000003,Gujarati,0
78,Layney Hablet,multi-tasking,55.599064,37.914529200000004,Romanian,1
79,Guglielmo Eastmond,system engine,-20.9400441,-48.4812248,Danish,0
80,Stefania Timmermann,Centralized,28.435584000000002,116.483259,Greek,1
81,Tamara Kerins,Seamless,7.950084599999999,-75.3594016,Guaraní,0
82,Sidnee Baudacci,flexibility,-8.283558,116.35446200000001,Danish,0
83,Carmita Schofield,Multi-tiered,38.661678,-9.240661900000001,Oriya,1
84,Laverne Dyble,capability,28.3285373,109.60290479999999,Azeri,1
85,Tildi Bernardeschi,even-keeled,37.87059,112.548879,Kyrgyz,0
86,Dacia Garford,Graphical User Interface,27.202344,118.63047900000001,Quechua,0
87,Carole McGlew,dedicated,14.5165603,121.2786716,Arabic,1
88,Killie Cowp,full-range,-31.399061,-64.23853960000001,Spanish,1
89,Mahmud Waszkiewicz,next generation,44.256487,-76.033479,Papiamento,0
90,Mehetabel Ciccottini,bi-directional,42.215258500000004,20.741473899999995,Italian,1
91,Kelley Wilbud,Extended,-22.2220229,-49.8197149,Dhivehi,0
92,Ted Crumpe,groupware,30.606033,118.297302,Sotho,0
93,Courtenay Yushmanov,real-time,48.776494799999995,17.0214389,Bengali,1
94,Barnebas Itskovitz,Open-architected,48.78355379999999,2.0439218999999995,Aymara,1
95,Grannie Hafner,interactive,43.4088284,16.913965100000002,Ndebele,1
96,Jose Boys,regional,-11.7871994,43.270282200000004,Icelandic,0
97,Lyndy Banford,algorithm,32.236470000000004,35.38711,Chinese,0
98,Thornie Keningley,matrices,34.363184000000004,107.237743,Italian,1
99,Marlowe Wakelin,impactful,22.465063,113.30092900000001,Indonesian,1
100,Whitaker Buckenhill,service-desk,21.8405365,-78.7589558,Punjabi,0
101,Anette Wesson,secondary,27.087637,114.96469599999999,Telugu,1
102,Dominique Grabban,asymmetric,-7.498361500000001,108.58706070000001,Burmese,1
103,Jeremy Crosskell,De-engineered,50.4119089,16.5148115,Pashto,1
104,Vincents Lebbern,full-range,13.966664999999999,121.08333700000001,Spanish,0
105,Stanleigh Costley,Realigned,53.1250118,7.0114962,Yiddish,0
106,Aeriel Dampier,foreground,-4.4338427000000005,-41.453762299999994,Swati,0
107,Arturo Simonsen,middleware,49.59977,-119.66911,Persian,0
108,Stormi Oldman,Face to face,50.0815792,14.2585703,Danish,0
109,Crista Blaxall,dynamic,-9.4691312,119.3076098,Swedish,1
110,Elane Colquete,Advanced,54.31137420000001,59.4823216,Haitian Creole,0
111,Agustin Gransden,pricing structure,37.4454804,59.1099161,Greek,1
112,Meridel Normadell,Centralized,-11.189169999999999,-76.95139,West Frisian,0
113,Georgie Collyear,actuating,38.6913664,139.7516875,Dari,0
114,Candida Behnecke,policy,56.1748458,14.849374,Khmer,1
115,Belicia Ledram,ability,14.245120000000002,-87.958061,Malagasy,0
116,Hymie Scolding,motivating,-7.410493400000001,110.32790259999999,Thai,0
117,Rourke Piatto,intranet,52.5175,25.8429,Northern Sotho,1
118,Cordelie Claypool,approach,46.228702500000004,15.5190353,Dutch,1
119,Golda Flintoff,projection,54.1491581,91.8814443,Persian,0
120,Anastassia Bewick,throughput,29.218796700000002,19.2058436,Tswana,1
121,Ryun Berthome,Extended,46.614036,0.0494681,Lao,0
122,Alfy Twinning,Front-line,47.6632745,1.206057,Gujarati,1
123,Cornelle Cleatherow,projection,38.280007899999994,21.8330106,Guaraní,0
124,Alaster Gallop,productivity,40.7463865,-8.7008962,Hungarian,1
125,Neron Scolland,needs-based,46.4722761,-64.7242645,Estonian,1
126,Darlene Romanetti,benchmark,38.234501,115.519278,Aymara,1
127,Patricia Scarse,next generation,23.309936999999998,101.94508499999999,Zulu,0
128,Arabela Cuphus,solution-oriented,-2.0978271,113.7989815,Montenegrin,1
129,Lotty Hansman,secured line,6.736065099999999,-1.6080974,Gagauz,0
130,Alasdair Ziemke,Synchronised,47.5155739,40.814031299999996,Danish,0
131,Candace Lockley,Focused,52.175959999999996,122.07903,Dzongkha,1
132,Weber Zupa,forecast,23.07555,112.007814,Afrikaans,0
133,Carmela McGarahan,grid-enabled,31.674971999999997,-106.41831409999999,West Frisian,0
134,Cornell Pierce,Polarised,-5.2915408,-39.4035876,Danish,1
135,Forster Racher,Enhanced,55.665860200000004,12.5482906,Quechua,0
136,Ernie Ratray,tangible,46.322577,-0.4654102,Kashmiri,0
137,Darbee MacGow,Compatible,36.2074633,140.28954140000002,Hindi,1
138,Kelcey Fontell,parallelism,0.944785,33.126717,Bengali,0
139,Ciro Scanderet,time-frame,39.0407357,117.63981070000001,Ndebele,1
140,Koenraad McGeaney,radical,13.1916462,-59.580081299999996,Filipino,0
141,Ashly Tremain,maximized,14.5473421,120.997522,Ndebele,1
142,Kingston Djuricic,Inverse,59.460919200000006,28.039599900000002,Catalan,1
143,Shirl Wileman,actuating,-15.752472099999999,26.4370933,Mongolian,1
144,Abby Davidovic,User-friendly,45.6168,-75.01599,Spanish,0
145,Delcine Hamal,24 hour,56.3452088,44.1385479,Dhivehi,0
146,Eben Tankus,Multi-layered,26.655026,102.244683,Malay,1
147,Jilly Chrichton,even-keeled,38.5994652,-8.4602494,Lao,1
148,Hi Narbett,emulation,21.857958,111.98223200000001,Tsonga,0
149,Felizio Ruhben,Multi-channelled,9.014421400000002,-79.5125662,Kashmiri,0
150,Berkley Stoakley,help-desk,-7.3825,108.16,Gujarati,1
151,Marlena Asgodby,monitoring,40.639438399999996,-8.6380475,Kurdish,0
152,Crystal Hayfield,policy,-25.8681839,-50.3842316,Tetum,0
153,Zabrina Pauletti,success,48.584759399999996,-68.1942711,Assamese,1
154,Adrea Bevir,Universal,-22.787936,-50.2199938,Guaraní,1
155,Nickolai Nana,Optional,48.048396000000004,125.086804,Nepali,1
156,Hussein Bartles,Face to face,23.124745,113.33138899999999,Oriya,0
157,Creigh Fydoe,superstructure,14.5661645,121.0321655,Montenegrin,0
158,Bendite Jacobowitz,Customizable,5.8734472,124.8979544,Maltese,1
159,Ceil Letford,Customer-focused,45.048697600000004,16.374617100000002,Japanese,1
160,Schuyler Sposito,intangible,43.7974664,15.6421092,Swati,0
161,Tadeas Kike,Adaptive,30.6074358,114.3110482,Swati,0
162,Briny Harfoot,Operative,15.551882899999999,120.7822013,Swati,0
163,Skell Struttman,systemic,-22.2188934,-51.3064462,Georgian,0
164,Ranique Targe,Fundamental,9.5403936,125.5240221,Northern Sotho,0
165,Brit McPhail,pricing structure,-2.4681008999999996,-66.1415263,Sotho,0
166,Delly Conelly,emulation,32.574148699999995,73.88543309999999,Macedonian,1
167,Siana Treswell,matrix,50.3057063,21.8736798,Bulgarian,1
168,Rey Canet,mobile,-7.422034299999999,106.7529514,Zulu,0
169,Moses Jedrzejewski,superstructure,55.66899720000001,12.5409879,Hungarian,1
170,Ilysa Dallemore,moratorium,-3.7368148999999997,119.5803605,Mongolian,1
171,Maurice Van den Bosch,monitoring,-3.4816267,-80.24537480000001,Assamese,0
172,Jillayne Dooman,Synchronised,29.476705,121.869339,Lithuanian,0
173,Imogen Derx,migration,9.1765343,123.21667659999999,Mongolian,0
174,Halli Gieves,full-range,39.7539956,-8.754950599999999,Pashto,1
175,Elvera Heijne,Graphical User Interface,38.0485803,138.394706,Hiri Motu,1
176,Coraline Chalcot,executive,46.6666667,93.25,Amharic,0
177,Darryl Blaker,projection,14.6135888,121.09579270000002,Fijian,0
178,Gasparo Penrose,web-enabled,44.840524,82.353656,Latvian,1
179,Bernard Brammer,intermediate,30.170189,121.14967299999999,Yiddish,1
180,Chevalier Sier,benchmark,39.761891999999996,116.420331,Oriya,0
181,Zorana Suddards,ability,14.67199,43.81828,Hindi,0
182,Art Ion,Automated,52.194945600000004,35.0572656,Greek,1
183,Del Alderwick,context-sensitive,50.534569700000006,14.5397223,Thai,0
184,Celestyna Volk,maximized,-9.7172,123.9899,Georgian,0
185,Brigg Dionsetti,asynchronous,35.791729700000005,127.4248356,Swahili,1
186,Giselbert O'Cullen,4th generation,49.9800949,19.234704,Icelandic,0
187,Prudy Curry,Synchronised,-7.324188,110.509841,Māori,1
188,Ly Isac,Seamless,40.274828899999996,-3.7968574,Finnish,1
189,Aloisia Gammack,Cloned,8.3537158,-70.5770632,Chinese,0
190,Archie Pennycord,utilisation,49.81628320000001,19.329596600000002,Kyrgyz,1
191,Agustin Whiteley,object-oriented,-6.8062320000000005,110.890105,Oriya,1
192,Neille De Giorgis,moderator,-7.7546,114.0625,Portuguese,0
193,Daryl Cringle,real-time,48.4990903,7.311863499999999,Dari,0
194,Alano Minett,local,-12.134932800000001,44.4252603,Quechua,1
195,Zeb Beau,hardware,10.71574,107.79915449999999,Luxembourgish,1
196,Jacqueline Ayer,transitional,9.297858,-64.3490085,Bislama,1
197,Dill Woollends,service-desk,10.68022,-71.034538,Croatian,1
198,Adel Espinola,standardization,-2.6382189,30.467445899999998,Dzongkha,0
199,Stanfield Kalkofer,uniform,-10.0569,124.1295,Hebrew,1
200,Fernandina Westgate,product,46.0655001,15.1821191,Hebrew,0
201,Danyelle Romain,structure,37.2516991,139.007103,Hungarian,0
202,Bianka Tissington,Pre-emptive,65.8375549,13.2106011,Nepali,0
203,Gayle Rainsdon,interface,49.9819149,18.3472649,Ndebele,1
204,Aubrette Gillean,benchmark,32.20125,35.03416,Danish,0
205,Rey Feilden,Innovative,53.8580495,32.4202638,Nepali,1
206,Gregoire Voyce,Diverse,30.600064,114.309091,Northern Sotho,1
207,Trudey Simonich,neutral,22.9457326,112.3578078,Maltese,0
208,Andras Ryton,orchestration,-7.0124761,111.48124720000001,Malayalam,1
209,Tibold MacDonald,Right-sized,-7.13386,113.51997,Persian,0
210,Cairistiona O'Dowgaine,project,-2.4050206000000003,11.357289300000001,Bislama,0
211,Kandace Bertomeu,system-worthy,3.0721692000000003,101.4687196,Quechua,0
212,Nicolais Summerly,productivity,45.112439,21.2185241,Afrikaans,1
213,Fernande Nisbet,firmware,-7.150975,110.1402594,Assamese,0
214,Vernen Dollen,analyzing,34.95578,62.233212,Zulu,0
215,Aili Gallie,hybrid,55.60422760000001,37.491982799999995,Kyrgyz,1
216,Margaret Oxtoby,interface,29.454189000000003,119.996847,Macedonian,0
217,Suzanne Denge,contextually-based,36.982186,111.18115,Bislama,1
218,Glenn Blackborough,dynamic,36.608183000000004,101.808485,Portuguese,1
219,Carrie Maddick,standardization,-15.7451604,-70.05478000000001,Kyrgyz,1
220,Legra Stormouth,heuristic,36.995188,110.61317700000001,Guaraní,1
221,Aimil Spurdens,Devolved,-7.382645,107.74585590000001,Tswana,1
222,Charmine Le Brun,software,5.21667,96.28333,Norwegian,0
223,Doralynn Blackeby,Extended,52.2902011,22.4724915,Norwegian,0
224,Raven Jagson,executive,-1.8807630000000002,105.668503,Italian,1
225,Thane Tutchings,focus group,-9.3929796,-76.7188613,Bislama,0
226,Ulrike Sellors,tangible,55.813247,37.478747,Assamese,0
227,Isidora Stukings,Self-enabling,39.827482,122.099452,Quechua,1
228,Marietta Cassels,global,-2.9118209,119.3250347,Croatian,0
229,Desiree Longina,policy,40.761653,112.37889399999999,German,1
230,Rhianna Rhodes,open system,10.7224254,122.2618013,Northern Sotho,1
231,Pamella Miebes,customer loyalty,-29.761912100000004,-57.085842799999995,Haitian Creole,0
232,Franklyn Blue,success,9.511318699999999,-75.3761952,Georgian,0
233,Case Luetkemeyer,Right-sized,45.9724452,16.9295441,Khmer,0
234,Jannelle Tubridy,multimedia,-1.1939843,34.6165033,French,0
235,Kelli Bretton,Secured,37.801632399999995,48.907262,Japanese,1
236,Carol Menere,functionalities,48.4508261,14.0838042,Estonian,0
237,Lance McBean,hardware,41.898416600000004,20.905251999999997,Persian,1
238,Ricoriki Aspy,data-warehouse,13.576473000000002,105.9699878,Marathi,0
239,Early Lorenzetto,process improvement,5.3741665,120.3136139,Marathi,0
240,Lefty Cod,grid-enabled,36.789796,127.0018494,Punjabi,1
241,Yehudit Albon,eco-centric,52.47679350000001,13.2962036,Gagauz,1
242,Derrick Matteacci,workforce,21.9868109,90.29516600000001,Dari,1
243,Joelynn Longfoot,flexibility,33.612843,113.66743600000001,Swahili,1
244,Costa Jose,knowledge base,-3.5837638,30.717750899999995,Dhivehi,1
245,Tamera Raoult,open system,22.719816,113.82915600000001,Swahili,1
246,Odilia Beert,help-desk,-38.7589114,-62.27499670000001,Czech,1
247,Stephenie Caldeiro,internet solution,48.829733000000004,2.1177361,Amharic,0
248,Rodd Slaughter,tangible,48.282193,37.1847804,Danish,1
249,Dulcie Cescot,monitoring,38.5434693,-9.061097199999999,French,0
250,Maiga O'Daly,Exclusive,39.964054,116.71496699999999,Kyrgyz,0
251,Liza Harkes,Organized,45.6152297,-61.3552089,Tsonga,1
252,Alistair Phizakarley,Synergistic,-7.2929068,107.26663959999999,Macedonian,1
253,Duffy Burnell,Proactive,53.8191,27.5215,Greek,1
254,Mirella Guynemer,function,36.599744,101.803717,Spanish,0
255,Frasco Dubose,client-driven,49.0511571,4.0911917,Gujarati,0
256,Julio Diggons,Compatible,35.025857,136.131182,Swati,1
257,Rhoda Atley,solution,55.317303,21.017718,Tswana,1
258,Alford Rohmer,productivity,-23.258548100000002,-55.541359,Persian,0
259,Jacky Devon,modular,32.1856272,20.5870955,Amharic,1
260,Sibylla Dinning,Reduced,-1.2920658999999999,36.821946200000006,Portuguese,0
261,Brigit Alexis,leverage,56.847741000000006,53.202749,Armenian,1
262,Heinrik Johnes,complexity,60.9596322,34.0219218,Czech,1
263,Ebenezer Easom,Exclusive,27.218444,116.525725,Yiddish,0
264,Zsa zsa Belchamber,Enhanced,14.6465082,120.9731375,Moldovan,1
265,Desi Noore,circuit,12.5073384,39.5200688,Tsonga,1
266,Mollie Markussen,contingency,13.7279858,100.49386159999999,Tsonga,1
267,Krystalle McKeon,moratorium,14.611665499999999,-91.5105745,Marathi,0
268,Conn Hurley,Inverse,43.25,67.65,Persian,1
269,Kimbell Geekie,Polarised,41.05,-73.54,Hiri Motu,1
270,Hobart Spellsworth,structure,-30.635764799999997,-67.4658213,Ndebele,0
271,Zuzana Gensavage,benchmark,-8.561065600000001,115.13722379999999,Tamil,0
272,Terrel Ewles,Mandatory,15.979374400000001,120.1912435,Kannada,1
273,Yevette Loynes,time-frame,68.50471999999999,112.4485,Yiddish,1
274,Corrine Simmance,Polarised,42.0107787,128.0660957,Catalan,1
275,Dulcie Megarrell,Right-sized,34.691455100000006,112.4962138,Armenian,0
276,Berna Benfield,Horizontal,38.7760203,-9.102409199999999,Estonian,1
277,Lorens MacMichael,Customizable,-7.842653299999999,110.3859913,Dzongkha,1
278,Zora Brabbins,demand-driven,-22.7042272,-46.9855088,Gagauz,1
279,Edin Brunini,eco-centric,23.236168,111.409653,Marathi,1
280,Katrinka Tunnicliffe,Pre-emptive,40.766965,114.74055700000001,Mongolian,1
281,Ottilie Mabey,extranet,51.624866299999994,20.8139759,Northern Sotho,1
282,Delores Di Carlo,coherent,45.88948,126.587709,Dutch,1
283,Caddric Hember,Multi-tiered,-11.3826999,-75.7560455,Persian,1
284,Gabriellia Beniesh,function,47.532117,7.593124,Haitian Creole,1
285,Bel Corbitt,Innovative,-20.5912573,48.5312279,Sotho,1
286,Gert Andriss,cohesive,48.120484000000005,-1.695391,Icelandic,0
287,Daphne Benit,conglomeration,-22.72125,27.310570000000002,Tajik,0
288,Arly Stitle,Object-based,49.033898799999996,17.340645600000002,Polish,0
289,Bartram Klaessen,Reverse-engineered,25.90348,116.070449,Dhivehi,0
290,Marcellina Harflete,Down-sized,47.1899563,31.5156018,Haitian Creole,1
291,Lucina Overell,tertiary,36.691320000000005,68.79093,Yiddish,0
292,Miner Saywood,Team-oriented,41.8457984,-8.419353599999999,Swati,1
293,Steffane O'Dougherty,user-facing,-7.633333,108.13333300000001,Bulgarian,1
294,Kerwinn Kelwaybamber,core,-3.6062721,128.24803020000002,Malay,0
295,Juli Kincade,utilisation,-9.1384166,-77.7423469,Dzongkha,1
296,Fidel Garter,hybrid,-25.4106487,-57.36095110000001,Korean,1
297,Merlina Hathaway,circuit,49.549192299999994,22.079037,Montenegrin,0
298,Currie Weir,De-engineered,-14.825831699999998,-64.9000247,Macedonian,0
299,Rheta Cousans,core,40.483273600000004,44.385296600000004,Marathi,1
300,Marc Rulf,info-mediaries,-10.1750977,-59.4478932,Estonian,0
301,Flori Tinker,static,51.829578000000005,18.1397578,Guaraní,1
302,Steffie Gatenby,model,44.298970000000004,-78.55989,Amharic,1
303,Marietta McTurley,Multi-channelled,10.554131,123.01438449999999,Chinese,0
304,Monica Bachellier,analyzing,0.8927499,33.5028005,Hiri Motu,1
305,Cal Chew,analyzing,51.443824799999994,41.9604082,Telugu,1
306,Benita Brahams,access,-6.898384,111.885002,Spanish,1
307,Carleton Pirot,holistic,-1.68333,33.7,Luxembourgish,0
308,Orlando Akehurst,discrete,29.932441999999998,114.36946999999999,Kurdish,1
309,Thomasa Halifax,Implemented,52.2051033,6.9450818,Moldovan,0
310,Carrissa Towll,moderator,30.8346,117.55273799999999,Hiri Motu,1
311,Isador Dixie,capacity,54.164907299999996,37.5852425,Swati,0
312,Shelley Reinert,groupware,10.330739900000001,123.8822107,Dhivehi,0
313,Reilly Elvish,didactic,-7.0312600000000005,108.28306,Albanian,1
314,Allister Philimore,initiative,53.56627220000001,9.947101199999999,Burmese,1
315,Lon Shovel,Business-focused,33.200333,120.50085,Thai,1
316,Luke Wrathall,encompassing,-15.170914800000002,-72.83086920000001,Estonian,1
317,Logan Crolla,scalable,34.1009765,114.2138957,Lithuanian,0
318,Milton Penkethman,zero administration,41.26327,71.54239,Tetum,1
319,Natka Shand,Optional,41.5722945,20.052301899999996,Armenian,1
320,Fairfax Favell,Multi-lateral,36.553769,116.75198600000002,Khmer,1
321,Rubie Boutcher,foreground,54.1458603,49.761312200000006,Japanese,0
322,Oates Dufour,Integrated,39.979686,116.481068,Guaraní,0
323,Rici Oiller,Synergized,10.2600338,123.958258,Tsonga,0
324,Freddi Caddens,Proactive,59.33563050000001,18.386112699999998,Persian,0
325,Nollie Cavanagh,5th generation,31.2171769,121.5316367,Hungarian,0
326,Biddie Dressel,empowering,49.5012266,14.545567499999999,Swedish,0
327,Omar Dood,radical,36.753426700000006,139.2308293,Romanian,1
328,Reinald Maxwaile,complexity,36.696954999999996,116.91104399999999,Nepali,0
329,Bess Macieiczyk,model,26.111545,88.7178035,Telugu,0
330,Humfrey Mears,asynchronous,14.061619,46.914966,Dari,1
331,Finley Lomasny,uniform,49.563123499999996,21.7899388,Sotho,1
332,Herman Chadderton,Team-oriented,48.7192002,32.6770961,Romanian,0
333,Latisha O'Driscole,responsive,36.0336597,140.20641830000002,Telugu,0
334,Janine Boult,analyzing,-9.7732,123.8661,Tamil,1
335,Jaye Yakubowicz,Enterprise-wide,-7.216667,112.08333300000001,Afrikaans,0
336,Stesha Balderston,migration,12.1929841,-61.7020265,Catalan,1
337,Niccolo Basilotta,logistical,-7.348395,112.74947590000001,Estonian,1
338,Ellis Kamall,incremental,53.8145,-1.56285,Malay,0
339,Sebastien Blaw,Compatible,-36.23975,-61.121304,Thai,1
340,Reuben Cundey,functionalities,-12.8255986,45.1149977,Norwegian,0
341,Corty Keyzman,paradigm,32.6717749,-16.978243,Finnish,0
342,Parnell Clemmey,data-warehouse,8.4538411,39.280399100000004,Tajik,0
343,Jandy Sumption,Synergized,42.871502,127.501873,Catalan,0
344,Tamra Kemwall,optimizing,-6.9110023,107.1750393,Malayalam,1
345,Eddy Keeley,solution-oriented,18.5591814,-99.5982999,Dzongkha,0
346,Zach Godmar,implementation,54.36666999999999,24.33333,Czech,1
347,Westbrooke Altimas,cohesive,-7.6378395999999995,107.72809199999999,Marathi,1
348,Teddie Matteucci,grid-enabled,29.828119,107.14008799999999,Maltese,1
349,Lyn Mackieson,collaboration,59.7591906,30.4729492,Albanian,0
350,Fonzie Birkenshaw,Right-sized,7.4554641,4.544392299999999,Irish Gaelic,0
351,Law Mayhew,benchmark,42.654146000000004,122.74928200000001,Macedonian,1
352,Vonny Reiner,Optimized,14.578621,121.0702405,Haitian Creole,1
353,Lorrayne Weatherell,5th generation,65.13834920000001,57.1903905,Somali,1
354,Kary Prydden,tangible,54.6251384,22.2106878,Bulgarian,1
355,Kiley Davio,intranet,36.222959,107.788257,Dzongkha,1
356,Steward Gimenez,groupware,14.773124,49.380547299999996,Ndebele,1
357,Nikolia Vennings,internet solution,35.8413934,14.546637400000002,Arabic,1
358,Rosa Kleisle,definition,23.422152,106.68113799999999,Dutch,1
359,Damara Barizeret,frame,-16.0047799,-41.2815064,Thai,0
360,Rogers Pilcher,Versatile,-6.2686877999999995,139.9469432,Guaraní,0
361,Rhodia Waslin,Public-key,36.6512,117.12009499999999,Danish,0
362,Jorry MacKegg,Business-focused,39.43057329999999,21.6627892,Māori,0
363,Andy O'Hoolahan,modular,32.0378049,118.7870855,Azeri,0
364,Joyce Hamilton,Fully-configurable,7.351783800000001,122.2833466,Catalan,1
365,Sharl Matresse,interactive,-6.2948133,106.72051540000001,Telugu,0
366,Thorin Kunrad,Reverse-engineered,48.039842799999995,30.9521026,Pashto,0
367,Sawyere Ellgood,reciprocal,47.581201,1.375111,Macedonian,0
368,Elfreda Luciano,toolset,29.251181,105.90941699999999,Guaraní,0
369,Courtnay Rudyard,3rd generation,5.011705999999999,-74.470362,Māori,0
370,Merissa Weathey,value-added,-8.7223957,115.1767095,Macedonian,1
371,Farr O'Dougherty,middleware,-34.618297399999996,-58.530320200000006,Amharic,1
372,Shela Halifax,Proactive,34.348659999999995,106.00991499999999,Tok Pisin,0
373,Jenelle Donovan,Multi-layered,44.9794968,19.620966199999998,Dzongkha,0
374,Emmey Voss,Configurable,49.4118611,16.4208386,Thai,0
375,Carroll Valens-Smith,system-worthy,-21.0156896,-48.7794089,Dari,0
376,Vivyanne Bustin,Secured,-3.3619906000000004,122.5917078,Northern Sotho,1
377,Celie Fairebrother,software,40.5982816,-8.643537,English,0
378,Goldina Mila,non-volatile,38.731402,112.71105800000001,Portuguese,1
